Formato,Zona,Distrito,Suc SAP,Sucursal,Calle,Colonia,Municipio,Estado,Ciudad,CP,var_ventas,var_ov,var_ticket,month,latitud,longitud
Devlyn,Centro,Distrito 1,A790,ECHEGARAY,AV HDA. DE EMILIANO ZAPATA,Colón Echegaray,Naucalpan de Juárez,Estado de México,Naucalpan de Juárez,53300,-31.8,-23.9,-10.5,Enero,19.4788356,-99.2327986
Devlyn,Noreste,Distrito 2,A971,CIUDAD VALLES CENTRO,AV HIDALGO,Ciudad Valles Centro,Ciudad Valles,San Luis Potosí,Ciudad Valles,79000,41.7,33.9,5.8,Enero,22.075792399999997,-99.07337577278943
Sears,Sur,Distrito 5,B277,SEARS CENTRO MINATITLAN,AV HIDALGO,Minatitlan Centro,Minatitlán,Veracruz de Ignacio de la Llave,Minatitlán,96700,-19.4,-12.9,-7.4,Enero,17.992773,-94.5567103
Devlyn,Noreste,Distrito 4,B017,CD ACUÑA CENTRO,AV HIDALGO OTE,Ciudad Acuña Centro,Acuña,Coahuila de Zaragoza,Ciudad Acuña,26200,-12.0,-19.7,9.6,Enero,29.3248796,-100.9322287
Coppel,Centro,Distrito 2,A561,COPPEL SAN MIGUEL (CUAUTITLAN IZC.),AV HUEHUETOCA,Jardines de la Hacienda Sur,Cuautitlán Izcalli,Estado de México,Cuautitlán Izcalli,54720,-44.8,-55.6,24.1,Enero,19.6531356,-99.2145002
Devlyn,Centro,Distrito 2,A859,IZCALLI PLAZA SAN MIGUEL,AV HUEHUETOCA,Tres de Mayo,Cuautitlán Izcalli,Estado de México,Cuautitlán Izcalli,54760,11.9,-15.6,32.6,Enero,19.6531356,-99.2145002
Devlyn,Noreste,Distrito 3,B436,SORIANA SAN PEDRO,AV HUMBERTO LOBO,San Pedro Garza García Centro,San Pedro Garza García,Nuevo León,San Pedro Garza García,66200,-3.1,-12.7,10.9,Enero,25.65271255,-100.37223790945575
Devlyn,Noroeste,Distrito 2,B861,CD CUAUHTEMOC CENTRO,AV IGNACIO ALLENDE,Ciudad Cuauhtémoc Centro,Cuauhtémoc,Chihuahua,Cuauhtémoc,31500,65.0,41.7,16.5,Enero,28.4009579,-106.8665305
Devlyn,Metropolitana,Distrito 5,B045,IXTAPAN DE LA SAL CENTRO,AV IGNACIO ALLENDE,Ixtapan de la Sal,Ixtapan de la Sal,Estado de México,Tezoyuca,51900,-35.5,-12.3,-26.5,Enero,19.5902244,-98.9079359
Devlyn,Metropolitana,Distrito 2,A933,OAXACA CENTRO,AV INDEPENDENCIA,Oaxaca Centro,Oaxaca de Juárez,Oaxaca,Oaxaca de Juárez,68000,8.9,-22.7,41.0,Enero,17.096586799999997,-96.72078156904958
Devlyn,Noroeste,Distrito 4,B004,LOS MOCHIS CENTRO,AV INDEPENDENCIA,Primer Cuadro (Centro),Ahome,Sinaloa,Los Mochis,81200,-33.0,-30.2,-4.0,Enero,25.7928058,-108.990188
Devlyn,Metropolitana,Distrito 2,A874,INDEPENDENCIA CENTRO (TEHUACAN),AV INDEPENDENCIA,Tehuacán Centro,Tehuacán,Puebla,Tehuacán,75700,-35.4,-20.8,-18.4,Enero,18.465801149999997,-97.39783479972402
Devlyn,Noreste,Distrito 4,B414,PIEDRAS NEGRAS SORIANA,AV INDUSTRIAL,Lomas del Mirador,Piedras Negras,Coahuila de Zaragoza,Piedras Negras,26070,9.3,7.4,1.7,Enero,28.704596,-100.5167137
Devlyn,Metropolitana,Distrito 1,B059,SENDERO CHALCO,AV INGENIEROS,Santiago,Valle de Chalco Solidaridad,Estado de México,Valle de Chalco Solidaridad,56615,40.1,26.5,10.7,Enero,19.282153,-98.9416122
Devlyn,Noroeste,Distrito 4,B428,MAZATLAN SORIANA,AV INSURGENTES,Villas del Estero,Mazatlán,Sinaloa,Mazatlán,82156,-30.1,-15.4,-17.4,Enero,23.23299154103588,-106.40837519241599
Devlyn,Sur,Distrito 2,A506,C COMERCIAL LAS AMÉRICAS CHETUMAL,AV INSURGENTES KM 5.025,Maya Real,Othón P. Blanco,Quintana Roo,Chetumal,77084,-24.4,-27.3,4.1,Enero,18.5081738,-88.297144
Coppel,Sur,Distrito 2,A568,COPPEL CHETUMAL,AV INSURGENTES KM 5.025,Maya Real,Othón P. Blanco,Quintana Roo,Chetumal,77084,-78.0,-48.7,-57.0,Enero,18.5081738,-88.297144
Devlyn,Sur,Distrito 2,B168,LAS AMERICAS CHETUMAL II,AV INSURGENTES KM 5.025,Maya Real,Othón P. Blanco,Quintana Roo,Chetumal,77084,-34.5,-11.7,-25.8,Enero,18.5081738,-88.297144
Devlyn,Metropolitana,Distrito 3,B854,PATIO TLALPAN,AV INSURGENTES SUR,Santa Úrsula Xitla,Tlalpan,Ciudad de México,Ciudad de México,14420,2.1,-0.5,2.6,Enero,19.28403515182822,-99.17571763225297
Devlyn,Noroeste,Distrito 4,A723,CULIACAN PLAZA FIESTA,AV INSURGENTES Y L. CARDENAS,Jorge Almada,Culiacán,Sinaloa,Culiacán Rosales,80200,-10.4,-19.3,11.0,Enero,24.7978965,-107.393395
Sears,Centro,Distrito 2,B913,SEARS ZENTRALIA COACALCO,AV JOSE LOPEZ PORTILLO,Santa María Magdalena Huizachitla,Coacalco de Berriozábal,Estado de México,Coacalco de Berriozabal,55715,164.8,219.0,-17.0,Enero,19.6359452,-99.0948573
Devlyn,Noreste,Distrito 3,A761,PASEO SAN PEDRO,AV JOSE VASCONCELOS,Jardines Del Valle,San Pedro Garza García,Nuevo León,San Pedro Garza García,66220,11.1,-0.5,11.7,Enero,25.65271255,-100.37223790945575
Devlyn,Sur,Distrito 5,A879,CHEDRAUI ACAYUCAN,AV JUAN DE LA LUZ ENRRIQUE,La Palma,Acayucan,Veracruz de Ignacio de la Llave,Acayucan,96056,5.9,17.2,-9.7,Enero,18.0281048,-95.03593818139205
Coppel,Sur,Distrito 5,A633,COPPEL ENRIQUEZ (ACAYUCAN),AV JUAN DE LA LUZ ENRRIQUE,La Palma,Acayucan,Veracruz de Ignacio de la Llave,Acayucan,96056,33.6,31.3,1.7,Enero,18.0281048,-95.03593818139205
Devlyn,Centro,Distrito 6,A861,GALERIAS DEL RIO,AV JUAN PABLO II,3 Estrellas,La Piedad,Michoacán de Ocampo,La Piedad de Cabadas,59340,-4.3,-6.3,2.2,Enero,20.3429949,-102.031124
Devlyn,Sur,Distrito 6,B016,VERACRUZ PLAZA MOCAMBO,AV JUAN PABLO II,Jardines de Virginia,Boca del Río,Veracruz de Ignacio de la Llave,Boca del Río,94294,-19.3,9.3,-26.2,Enero,19.160408387881557,-96.11681667017366
Coppel,Sur,Distrito 6,A599,COPPEL JUAREZ (XALAPA),AV JUAREZ,Xalapa Enríquez Centro,Xalapa,Veracruz de Ignacio de la Llave,Xalapa-Enríquez,91000,26.0,29.3,-2.5,Enero,19.5408338,-96.9146374
Devlyn,Metropolitana,Distrito 1,A981,TEXCOCO CENTRO,AV JUAREZ SUR,Texcoco de Mora Centro,Texcoco,Estado de México,Texcoco de Mora,56100,-1.4,2.1,-3.4,Enero,19.5144327,-98.8821254
Coppel,Metropolitana,Distrito 5,A525,COPPEL JUERZ II (TOLUCA),AV JUAREZ SUR,Toluca De Lerdo Centro,Toluca,Estado de México,Toluca de Lerdo,50000,2.0,-1.1,3.2,Enero,19.292545,-99.6569007
Coppel,Sur,Distrito 2,A602,COPPEL PLAZA LAS AMERICA PLAYA DEL CARMEN,AV KANTENAH,Calica,Solidaridad,Quintana Roo,Playa del Carmen,77710,2.3,-25.6,37.6,Enero,20.6308643,-87.0779503
Devlyn,Sur,Distrito 2,A854,LAS AMERICAS PLAYA DEL CARMEN,AV KANTENAH,Calica,Solidaridad,Quintana Roo,Playa del Carmen,77710,40.1,10.4,27.0,Enero,20.6308643,-87.0779503
Sears,Sur,Distrito 2,B289,SEARS PLAYA DEL CARMEN,AV KANTENAH,Calica,Solidaridad,Quintana Roo,Playa del Carmen,77710,22.9,22.3,0.5,Enero,20.6308643,-87.0779503
Devlyn,Noroeste,Distrito 5,A766,FORUM TEPIC,AV L D COLOSIO,Benito Juárez Oriente,Tepic,Nayarit,Tepic,63175,7.1,2.9,4.2,Enero,21.5119156,-104.8915889
Coppel,Centro,Distrito 2,A555,COPPEL PLAZA SAN ANTONIO (CUAUTITLA IZC.),AV LA AURORA,Jardines de la Hacienda Sur,Cuautitlán Izcalli,Estado de México,Cuautitlán Izcalli,54720,4.5,-11.6,18.2,Enero,19.6531356,-99.2145002
Devlyn,Sur,Distrito 6,A727,VER. PLAZA LAS AMERICAS,AV LAS AMERICAS,Ylang Ylang,Boca del Río,Veracruz de Ignacio de la Llave,Boca del Río,94298,16.6,4.0,12.1,Enero,19.11290675,-96.11184810632824
Sears,Sur,Distrito 6,B288,VER. SEARS PLAZA LAS AMERICAS,AV LAS AMERICAS,Ylang Ylang,Boca del Río,Veracruz de Ignacio de la Llave,Boca del Río,94298,30.9,-9.1,44.0,Enero,19.11290675,-96.11184810632824
Devlyn,Sur,Distrito 5,B411,COATZACOALCOS SORIANA,AV LAS PALMAS,Guadalupe Victoria,Coatzacoalcos,Veracruz de Ignacio de la Llave,Coatzacoalcos,96520,-22.4,-1.5,-21.2,Enero,18.1405019,-94.4344003
Devlyn,Cerrada,Cerrada,A938,DEVLYN PLAZA NEZA,AV LAZARO CARDENAS,Benito Juárez (La Aurora),Nezahualcóyotl,Estado de México,Ciudad Nezahualcóyotl,57000,-99.0,-100.0,,Enero,19.4079028,-99.0181547
Devlyn,Noreste,Distrito 3,A748,PLAZA VALLE ORIENTE,AV LAZARO CARDENAS,Las Canteras,Monterrey,Nuevo León,Monterrey,64750,8.3,-9.2,19.3,Enero,25.6802019,-100.315258
Coppel,Sur,Distrito 6,A632,COPPEL XALAPA LAZARO CARDENAS,AV LAZARO CARDENAS,Las Jacarandas,Xalapa,Veracruz de Ignacio de la Llave,Xalapa-Enríquez,91157,1.0,5.7,-4.4,Enero,19.5408338,-96.9146374
Devlyn,Sur,Distrito 6,A803,XALAPA CRISTAL,AV LAZARO CARDENAS,Predio De La Virgen,Xalapa,Veracruz de Ignacio de la Llave,Xalapa-Enríquez,91150,-13.1,-11.7,-1.6,Enero,19.542486691515414,-96.90858216800791
Devlyn,Noroeste,Distrito 2,A976,LIBERTAD CENTRO (CHIHUAHUA),AV LIBERTAD,Chihuahua Centro,Chihuahua,Chihuahua,Chihuahua,31000,-17.8,-25.3,10.0,Enero,28.6368669,-106.076745
Devlyn,Centro,Distrito 5,A782,LA LUCIERNAGA,AV LIBRAMIENTO J MANUEL ZAVALA,Insurgentes,San Miguel de Allende,Guanajuato,San Miguel de Allende,37745,-3.5,-3.6,0.1,Enero,20.9130501,-100.73566002666199
Devlyn,Centro,Distrito 1,A720,LA CUSPIDE,AV LOMAS VERDES,Lomas de Occipaco,Naucalpan de Juárez,Estado de México,Naucalpan de Juárez,53247,-55.9,-48.2,-14.8,Enero,19.4788356,-99.2327986
Devlyn,Noroeste,Distrito 5,A718,GUDALAJARA PLAZA DEL SOL,AV LOPEZ MATEOS,Ciudad Del Sol,Zapopan,Jalisco,Zapopan,45050,0.1,-12.1,13.9,Enero,20.6471073183234,-103.40643717920119
Devlyn,Noroeste,Distrito 5,B922,GALERIAS SANTA ANITA,AV LOPEZ MATEOS,La Teja,Tlajomulco de Zúñiga,Jalisco,Tlajomulco de Zúñiga,45640,-12.9,-9.7,-3.6,Enero,20.48187375,-103.40050966382874
Devlyn,Centro,Distrito 3,B847,PORTAL CENTRO (PATIO BOUTIRINI),AV LORENZO BOUTURINI,Tránsito,Cuauhtémoc,Ciudad de México,Ciudad de México,06820,-15.6,-27.8,16.9,Enero,19.4326296,-99.1331785
Devlyn,Noroeste,Distrito 5,A033,PLAZA CARACOL,AV LOS TULES,Los Tules,Puerto Vallarta,Jalisco,Puerto Vallarta,48333,-5.9,16.3,-19.1,Enero,20.6407176,-105.220306
Sears,Noroeste,Distrito 5,B309,SEARS FORUM TEPIC,AV LUIS DONALDO COLOSIO,Benito Juárez Oriente,Tepic,Nayarit,Tepic,63175,-14.3,-24.6,13.7,Enero,21.5119156,-104.8915889
Devlyn,Centro,Distrito 3,A787,MADERO 1,AV MADERO,Centro (Área 1),Cuauhtémoc,Ciudad de México,Ciudad de México,06000,8.2,-1.7,10.1,Enero,19.4326296,-99.1331785
Devlyn,Sur,Distrito 5,A932,SAN ANDRES TUXTLA CENTRO,AV MADERO,San Andres Tuxtla Centro,San Andrés Tuxtla,Veracruz de Ignacio de la Llave,San Andrés Tuxtla,95700,-31.6,-19.2,-15.3,Enero,18.4633672,-95.19831533920046
Devlyn,Centro,Distrito 6,A927,MORELIA MADERO,AV MADERO ORIENTE,Centro Histórico,Morelia,Michoacán de Ocampo,Morelia,58000,-15.0,-22.5,9.7,Enero,19.6546004,-101.26237972291207
Devlyn,Noroeste,Distrito 2,B046,SENDERO CD JUAREZ,AV MANUEL GOMEZ MORIN,Residencial San Francisco,Juárez,Chihuahua,Juárez,32548,-8.7,-12.7,4.6,Enero,31.7372575,-106.485655
Devlyn,Noreste,Distrito 3,A907,AMPL PLAZA FIESTA  ANAHUAC,AV MANUEL L BARRAGAN,Anáhuac,San Nicolás de los Garza,Nuevo León,San Nicolás de los Garza,66450,-11.3,7.4,-17.4,Enero,25.746047134015935,-100.31111777069309
Sears,Noreste,Distrito 3,B279,MTY. SEARS ANAHUAC,AV MANUEL L. BARRAGAN,Residencial Anáhuac,San Nicolás de los Garza,Nuevo León,San Nicolás de los Garza,66457,-9.4,-26.8,23.8,Enero,25.746047134015935,-100.31111777069309
Devlyn,Noroeste,Distrito 5,A772,FORUM TLAQUEPAQUE,AV MARCELINO GARCIA BARAGAN,Prados Del Nilo,Guadalajara,Jalisco,Guadalajara,44840,-1.0,13.6,-12.9,Enero,20.6720375,-103.338396
Devlyn,Noroeste,Distrito 5,B711,DEVLYN SORIANA (COLIMA),AV MARIA AHUMADA DE GOMEZ,Campestre,Villa de Álvarez,Colima,Ciudad de Villa de Álvarez,28988,-18.8,-27.7,12.3,Enero,19.27894585,-103.75973739570863
Devlyn,Sur,Distrito 6,A794,VERACRUZ ARISTA CENTRO,AV MARIANO ARISTA,Veracruz Centro,Veracruz,Veracruz de Ignacio de la Llave,Veracruz,91700,-1.4,-8.8,8.2,Enero,19.19470138325197,-96.14247340091259
Devlyn,Noroeste,Distrito 5,B884,LA PERLA GUADALAJARA,AV MARIANO OTERO,Ciudad Del Sol,Zapopan,Jalisco,Zapopan,45050,-9.6,-18.0,10.2,Enero,20.64567389602485,-103.40775836598866
Devlyn,Noroeste,Distrito 3,A992,HERMOSILLO CENTRO,AV MATAMOROS,Hermosillo Centro,Hermosillo,Sonora,Hermosillo,83000,9.8,-14.2,28.0,Enero,29.0948207,-110.9692202
Devlyn,Noreste,Distrito 3,A029,PASEO LA FE,AV MIGUEL ALEMAN,Residencial los Morales,San Nicolás de los Garza,Nuevo León,San Nicolás de los Garza,66470,23.5,0.0,23.5,Enero,25.7558021,-100.289648
Devlyn,Noreste,Distrito 3,A904,MULTIPLAZA LINDAVISTA,AV MIGUEL ALEMAN,Valle Soleado,Guadalupe,Nuevo León,Guadalupe,67130,-40.2,-28.2,-16.8,Enero,25.6751114,-100.2151753
Devlyn,Sur,Distrito 6,A507,DEVLYN MEGA LAS PALMAS (VERUCRUZ),AV MIGUEL ANGEL DE QUEVEDO,Cristóbal Colón,Veracruz,Veracruz de Ignacio de la Llave,Veracruz,91755,-41.9,-35.3,-10.2,Enero,19.19620401003394,-96.1557522620068
Devlyn,Metropolitana,Distrito 3,A844,MEGA COYOACAN,AV MIGUEL ANGEL DE QUEVEDO,Romero de Terreros,Coyoacán,Ciudad de México,Ciudad de México,04310,22.3,13.8,7.5,Enero,19.345893242723132,-99.17373706803178
Devlyn,Metropolitana,Distrito 3,A108,OASIS COYOACAN,AV MIGUEL ANGEL DE QUEVEDO,Romero de Terreros,Coyoacán,Ciudad de México,Ciudad de México,04310,-11.9,-17.2,6.3,Enero,19.345893242723132,-99.17373706803178
Devlyn,Metropolitana,Distrito 2,A852,AV. HIDALGO CENTRO (OAXACA),AV MIGUEL HIDALGO,Oaxaca Centro,Oaxaca de Juárez,Oaxaca,Oaxaca de Juárez,68000,-3.6,2.2,-5.7,Enero,17.096586799999997,-96.72078156904958
Coppel,Metropolitana,Distrito 5,A652,COPPEL TENANGO DEL VALLE,AV MIGUEL HIDALGO,Tenango De Arista Centro,Tenango Del Valle,Estado de México,Sin Ciudad,52300,1.9,-17.2,23.1,Enero,,
Devlyn,Noreste,Distrito 2,B421,AMPLIACION SORIANA CD MADERO,AV MONTERREY,Ampliación Unidad Nacional,Ciudad Madero,Tamaulipas,Ciudad Madero,89510,2.1,10.3,-7.4,Enero,22.278368,-97.82428606900629
Devlyn,Centro,Distrito 3,A710,PLAZA LINDAVISTA,AV MONTEVIDEO,Lindavista Norte,Gustavo A. Madero,Ciudad de México,Ciudad de México,07300,22.9,-16.8,47.6,Enero,19.4326296,-99.1331785
Devlyn,Noreste,Distrito 5,A990,GOMEZ PALACIO CENTRO,AV MORELOS,Gómez Palacio Centro,Gómez Palacio,Durango,Gómez Palacio,35000,-13.5,-14.7,1.4,Enero,25.560207093516784,-103.49490932468146
Devlyn,Noreste,Distrito 5,A958,TORREON CENTRO,AV MORELOS,Torreón Centro,Torreón,Coahuila de Zaragoza,Torreón,27000,25.6,30.6,-3.8,Enero,25.53834990393425,-103.46551150710769
Coppel,Noreste,Distrito 1,A696,COPPEL PLAZA MUÑOZ,AV MUÑOZ,Muñoz,San Luis Potosí,San Luis Potosí,San Luis Potosí,78165,-25.4,100.0,-62.7,Enero,22.1518358,-100.9992903
Devlyn,Noreste,Distrito 1,A968,CHEDRAUI (S.L.P),AV NEREO RODRIGUEZ BARRAGAN,Del Valle,San Luis Potosí,San Luis Potosí,San Luis Potosí,78200,-53.1,-41.0,-20.6,Enero,22.153463600000002,-101.00731935
Devlyn,Noreste,Distrito 1,A743,EL DORADO (S.L.P),AV NEREO RODRIGUEZ BARRAGAN,Del Valle,San Luis Potosí,San Luis Potosí,San Luis Potosí,78200,-4.9,-5.0,0.1,Enero,22.153463600000002,-101.00731935
Devlyn,Centro,Distrito 1,B471,WALMART AZCAPOTZALCO,AV NEXTENGO,Santa Cruz Acayucan,Azcapotzalco,Ciudad de México,Ciudad de México,02770,-23.5,-8.6,-16.3,Enero,19.4779572,-99.1884851
Coppel,Metropolitana,Distrito 1,A580,COPPEL GUADALUPES (CHIMALHUACAN),AV NEZAHUALCOYOTL,Unión Antorchista,Chimalhuacán,Estado de México,Chimalhuacán,56335,21.0,15.3,5.0,Enero,19.41775105,-98.95751685948807
Devlyn,Sur,Distrito 2,A758,GRAN PLAZA CANCUN,AV NICHUPTE,Supermanzana 51,Benito Juárez,Quintana Roo,Cancún,77533,-35.8,-27.2,-11.7,Enero,21.1398036,-86.854019
Coppel,Sur,Distrito 2,A640,COPPEL NICHUPTE,AV NICHUPTE,Supermanzana 510,Benito Juárez,Quintana Roo,Cancún,77534,-12.4,-20.9,10.8,Enero,21.1527467,-86.8425761
Devlyn,Sur,Distrito 2,B029,CANCUN PLAZA LAS AMERICAS II,AV NIÑOS HEROES,Supermanzana 225,Benito Juárez,Quintana Roo,Cancún,77516,-13.4,-12.9,-0.6,Enero,21.1527467,-86.8425761
Coppel,Noroeste,Distrito 1,A513,COPPEL OBREGON II SN LUIS COLORADO,AV OBREGON,Cuauhtémoc,San Luis Río Colorado,Sonora,San Luis Río Colorado,83400,-11.1,-37.0,41.0,Enero,32.4822164,-114.7816893
Coppel,Noroeste,Distrito 3,A524,COPPEL GUADALUPE VICTORIA NOGALES,AV OBREGÓN,Heroica Nogales Centro,Nogales,Sonora,Heroica Nogales,84000,35.8,68.9,-19.6,Enero,31.3285057,-110.9450472
Devlyn,Sur,Distrito 6,A923,ORIZABA CENTRO,AV ORIENTE 4 LOCAL 3,Orizaba Centro,Orizaba,Veracruz de Ignacio de la Llave,Orizaba,94300,-24.7,-5.6,-20.2,Enero,18.847142919891063,-97.1034395207446
Devlyn,Centro,Distrito 3,A791,PLAZA TORRES LINDAVISTA,AV OTHON DE MENDIZABAL,Nueva Industrial Vallejo,Gustavo A. Madero,Ciudad de México,Ciudad de México,07700,3.2,-20.5,29.8,Enero,19.505890696290695,-99.14947226913829
Devlyn,Noreste,Distrito 3,A979,MTY. PADRE MIER,AV PADRE MIER,Monterrey Centro,Monterrey,Nuevo León,Monterrey,64000,-21.6,-17.4,-5.1,Enero,25.67042616217705,-100.32667198312349
Sears,Noreste,Distrito 3,B264,MTY. SEARS CENTRO,AV PADRE MIER,Monterrey Centro,Monterrey,Nuevo León,Monterrey,64000,0.0,0.0,0.0,Enero,25.67042616217705,-100.32667198312349
Devlyn,Noroeste,Distrito 4,B882,WALMART GUASAVE,AV PASEO MIGUEL LEYSON PEREZ,Ejidal,Guasave,Sinaloa,Guasave,81020,26.1,18.8,6.2,Enero,25.5046381,-108.539960314508
Devlyn,Noroeste,Distrito 5,B869,PUNTO SUR GDL,AV PASEO PUNTO SUR,Punto Sur,Tlajomulco de Zúñiga,Jalisco,Tlajomulco de Zúñiga,45645,16.3,-17.4,40.9,Enero,20.48187375,-103.40050966382874
Devlyn,Noroeste,Distrito 2,A818,CD. JUAREZ RIO GRANDE,AV PASEO TRIUNFO DE LA REPUBLICA,Ricardo Montoya,Juárez,Chihuahua,Juárez,32310,4.4,11.9,-6.7,Enero,31.7372575,-106.485655
Coppel,Sur,Distrito 1,A665,COPPEL BLVD PATRICIO TRUEBA CAMPECHE,AV PATRICIO TRUEBA,Rinconada Samula,Campeche,Campeche,San Francisco de Campeche,24090,14.5,5.9,8.1,Enero,19.8381215,-90.5198253
Devlyn,Noreste,Distrito 4,A830,MATAMOROS PLAZA,AV PEDRO CARDENAS,Villa Madrid,Matamoros,Tamaulipas,Heroica Matamoros,87390,5.9,0.5,5.3,Enero,25.8810158,-97.5064866
Devlyn,Noroeste,Distrito 1,B797,ENSENADA MACROPLAZA DEL MAR,AV PEDRO LOYOLA,FOVISSSTE 4a Sección,Ensenada,Baja California,Ensenada,22830,-3.5,20.1,-19.7,Enero,31.8658887,-116.602983
Devlyn,Sur,Distrito 1,A746,GALERIAS CAMPECHE,AV PEDRO SAINZ DE BARANDA,Ah-kim-pech,Campeche,Campeche,San Francisco de Campeche,24014,-8.4,-13.1,5.3,Enero,19.8381215,-90.5198253
Coppel,Metropolitana,Distrito 1,A624,COPPEL PENON (CHIMALHUACAN),AV PEÑON,Alfareros,Chimalhuacán,Estado de México,Chimalhuacán,56363,9.4,-7.4,18.0,Enero,19.41775105,-98.95751685948807
Devlyn,Sur,Distrito 3,A749,CIUDAD DEL CARMEN,AV PERIFERICA NORTE S/N,Camaroneros,Carmen,Campeche,Ciudad del Carmen,24169,2.4,-1.6,4.0,Enero,18.651739,-91.81492
Devlyn,Noroeste,Distrito 3,B037,DEVLYN PLAZA PATIO,AV PERIFERICO ORIENTE,Piedra Bola (Pedregal de la Villa),Hermosillo,Sonora,Hermosillo,83290,42.8,41.3,1.1,Enero,29.0948207,-110.9692202
Devlyn,Noreste,Distrito 1,B410,FRESNILLO SORIANA ZACATECAS,AV PLATEROS,Barrio Alto,Fresnillo,Zacatecas,Fresnillo,99070,38.7,6.3,30.4,Enero,23.1811278,-102.8729073
Devlyn,Sur,Distrito 4,A840,SAN CRISTOBAL DE LAS CASAS CENTRO,AV PLAZA 31 DE MARZO PORTAL ORIENTE,San Cristóbal de las Casas Centro,San Cristóbal de las Casas,Chiapas,San Cristóbal de las Casas,29200,-16.4,18.9,-29.7,Enero,16.735377,-92.63873
Devlyn,Centro,Distrito 3,B027,CHEDRAUI NEZA NORTE,AV PLAZAS DE ARAGON,Plazas de Aragón,Nezahualcóyotl,Estado de México,Ciudad Nezahualcóyotl,57139,37.8,-16.0,64.0,Enero,19.4079028,-99.0181547
Devlyn,Metropolitana,Distrito 5,A820,TOLUCA PORTALES,AV PORTAL 20 DE NOVIEMBRE,Toluca De Lerdo Centro,Toluca,Estado de México,Toluca de Lerdo,50000,16.1,8.0,7.5,Enero,19.292545,-99.6569007
Sears,Noreste,Distrito 1,B282,SEARS TANGAMANGA (S.L.P),AV PROL SANTOS DEGOLLADO,Tangamanga,San Luis Potosí,San Luis Potosí,San Luis Potosí,78269,10.0,19.2,-7.8,Enero,22.1516472,-100.9763993
Devlyn,Metropolitana,Distrito 5,A729,GRAN PATIO SANTA FE,AV PROLONGACIÓN PASEO DE LA REFORMA,Santa Fe,Álvaro Obregón,Ciudad de México,Ciudad de México,01210,-22.0,-4.4,-18.4,Enero,19.3702284,-99.2661564
Coppel,Metropolitana,Distrito 1,A670,COPPEL PUERTO (CHIMALHUACAN),AV PUERTO BORDO XOCHIACA,Xaltipac,Chimalhuacán,Estado de México,Chimalhuacán,56346,-0.2,-5.6,5.7,Enero,19.41775105,-98.95751685948807
Devlyn,Noroeste,Distrito 4,A510,MEGA MAZATLAN,AV RAFAEL BUELNA,Hacienda Las Cruces,Mazatlán,Sinaloa,Mazatlán,82126,-35.3,-31.3,-5.8,Enero,23.246365901874864,-106.43602745122055
Coppel,Sur,Distrito 6,A557,COPPEL LOS PINOS (VERACRUZ),AV RAFAEL CUERVO,Playa Linda,Veracruz,Veracruz de Ignacio de la Llave,Veracruz,91810,-45.2,-14.3,-36.0,Enero,19.215141517752905,-96.18211657430896
Devlyn,Noroeste,Distrito 5,A315,GALERIAS GUADALAJARA,AV RAFAEL SANZIO,Prados de Guadalupe,Zapopan,Jalisco,Zapopan,45030,9.9,2.3,7.5,Enero,20.7211203,-103.3913671
Coppel,Noroeste,Distrito 2,A542,COPPEL ZARAGOZA CD JUAREZ,AV RAMON RAYON,Parque Industrial Independencia,Juárez,Chihuahua,Juárez,32575,-6.2,22.6,-23.4,Enero,31.7372575,-106.485655
Devlyn,Metropolitana,Distrito 5,A989,IXTLAHUACA CENTRO,AV RAYON,Profedix Ii,Ixtlahuaca,Estado de México,Sin Ciudad,50740,-5.1,-8.1,3.3,Enero,,
Devlyn,Noreste,Distrito 3,A722,MTY. PLAZA FIESTA SAN AGUSTIN,AV REAL SAN AGUSTIN,Hacienda de La Sierra,San Pedro Garza García,Nuevo León,San Pedro Garza García,66260,12.6,-18.3,37.7,Enero,25.65271255,-100.37223790945575
Devlyn,Noreste,Distrito 4,B423,NUEVO LAREDO SORIANA,AV REFORMA,Campestre,Nuevo Laredo,Tamaulipas,Nuevo Laredo,88278,55.9,6.4,46.6,Enero,27.46205560807823,-99.51210105992999
Devlyn,Metropolitana,Distrito 2,A964,PUEBLA REFORMA CENTRO,AV REFORMA,Centro,Puebla,Puebla,Heroica Puebla de Zaragoza,72000,-23.3,-23.1,-0.3,Enero,19.046753101185622,-98.20318019958725
Devlyn,Noreste,Distrito 4,B040,PASEO REFORMA NUEVO LAREDO,AV REFORMA,Las Alamedas,Nuevo Laredo,Tamaulipas,Nuevo Laredo,88275,-4.5,-14.7,11.9,Enero,27.4930246,-99.507425
Devlyn,Noroeste,Distrito 1,A869,ENSENADA BAHIA,AV REFORMA,Playa de Ensenada,Ensenada,Baja California,Ensenada,22880,35.8,2.1,33.0,Enero,31.8658887,-116.602983
Coppel,Noreste,Distrito 1,A516,COPPEL REFORMA S.L.P,AV REFORMA,San Luis Potosí Centro,San Luis Potosí,San Luis Potosí,San Luis Potosí,78000,-11.7,34.1,-34.2,Enero,22.1516472,-100.9763993
Devlyn,Noroeste,Distrito 4,A469,CIMACO MAZATLAN,AV REFORMA Y APOLO,Jardines de la Alameda,Mazatlán,Sinaloa,Mazatlán,82123,57.7,26.8,24.4,Enero,23.2035785,-106.4208391
